condition_id,partition,stage,stratum,parameters_json,phase_deg,snr_db,position_quantile,seed_namespace,noise_realizations,outcomes_generated
DEV-PRO-SAG-001,development,property_response,sag,"{""duration_cycles"":10.333333333333332,""residual_voltage_pu"":0.5}",0,noise_free,0.058823529411764705,1107311855,1,False
DEV-PRO-SAG-002,development,property_response,sag,"{""duration_cycles"":20.166666666666664,""residual_voltage_pu"":0.30000000000000004}",45,noise_free,0.11764705882352941,46459343,1,False
DEV-PRO-SAG-003,development,property_response,sag,"{""duration_cycles"":3.7777777777777777,""residual_voltage_pu"":0.7000000000000001}",90,noise_free,0.1764705882352941,662936313,1,False
DEV-PRO-SAG-004,development,property_response,sag,"{""duration_cycles"":13.61111111111111,""residual_voltage_pu"":0.2}",135,noise_free,0.23529411764705882,3990501884,1,False
DEV-PRO-SAG-005,development,property_response,sag,"{""duration_cycles"":23.444444444444443,""residual_voltage_pu"":0.6}",0,noise_free,0.29411764705882354,1543239584,1,False
DEV-PRO-SAG-006,development,property_response,sag,"{""duration_cycles"":7.055555555555555,""residual_voltage_pu"":0.4}",45,noise_free,0.3529411764705882,3130447234,1,False
DEV-PRO-SAG-007,development,property_response,sag,"{""duration_cycles"":16.88888888888889,""residual_voltage_pu"":0.8}",90,noise_free,0.4117647058823529,1642688910,1,False
DEV-PRO-SAG-008,development,property_response,sag,"{""duration_cycles"":26.72222222222222,""residual_voltage_pu"":0.15000000000000002}",135,noise_free,0.47058823529411764,4133766425,1,False
DEV-PRO-SAG-009,development,property_response,sag,"{""duration_cycles"":1.5925925925925926,""residual_voltage_pu"":0.55}",0,noise_free,0.5294117647058824,4220092341,1,False
DEV-PRO-SAG-010,development,property_response,sag,"{""duration_cycles"":11.425925925925926,""residual_voltage_pu"":0.35}",45,noise_free,0.5882352941176471,1048070692,1,False
DEV-PRO-SAG-011,development,property_response,sag,"{""duration_cycles"":21.25925925925926,""residual_voltage_pu"":0.75}",90,noise_free,0.6470588235294118,667759679,1,False
DEV-PRO-SAG-012,development,property_response,sag,"{""duration_cycles"":4.87037037037037,""residual_voltage_pu"":0.25}",135,noise_free,0.7058823529411764,4182046062,1,False
DEV-PRO-SAG-013,development,property_response,sag,"{""duration_cycles"":14.703703703703702,""residual_voltage_pu"":0.65}",0,noise_free,0.7647058823529411,1242012743,1,False
DEV-PRO-SAG-014,development,property_response,sag,"{""duration_cycles"":24.53703703703703,""residual_voltage_pu"":0.45000000000000007}",45,noise_free,0.8235294117647058,2497311118,1,False
DEV-PRO-SAG-015,development,property_response,sag,"{""duration_cycles"":8.148148148148149,""residual_voltage_pu"":0.85}",90,noise_free,0.8823529411764706,2915416727,1,False
DEV-PRO-SAG-016,development,property_response,sag,"{""duration_cycles"":17.98148148148148,""residual_voltage_pu"":0.125}",135,noise_free,0.9411764705882353,3645130487,1,False
DEV-PRO-SAG-017,development,property_response,sag,"{""duration_cycles"":27.814814814814813,""residual_voltage_pu"":0.525}",0,noise_free,0.0034602076124567475,3524016162,1,False
DEV-PRO-SAG-018,development,property_response,sag,"{""duration_cycles"":2.685185185185185,""residual_voltage_pu"":0.325}",45,noise_free,0.06228373702422145,2295878792,1,False
DEV-PRO-SAG-019,development,property_response,sag,"{""duration_cycles"":12.518518518518517,""residual_voltage_pu"":0.725}",90,noise_free,0.12110726643598616,270673896,1,False
DEV-PRO-SAG-020,development,property_response,sag,"{""duration_cycles"":22.35185185185185,""residual_voltage_pu"":0.225}",135,noise_free,0.17993079584775085,520103224,1,False
DEV-PRO-SAG-021,development,property_response,sag,"{""duration_cycles"":5.962962962962963,""residual_voltage_pu"":0.625}",0,noise_free,0.23875432525951557,2851684640,1,False
DEV-PRO-SAG-022,development,property_response,sag,"{""duration_cycles"":15.796296296296296,""residual_voltage_pu"":0.42500000000000004}",45,noise_free,0.2975778546712803,3585797989,1,False
DEV-PRO-SAG-023,development,property_response,sag,"{""duration_cycles"":25.629629629629626,""residual_voltage_pu"":0.8250000000000001}",90,noise_free,0.35640138408304495,1851350036,1,False
DEV-PRO-SAG-024,development,property_response,sag,"{""duration_cycles"":9.24074074074074,""residual_voltage_pu"":0.17500000000000002}",135,noise_free,0.41522491349480967,1545949653,1,False
DEV-PRO-SAG-025,development,property_response,sag,"{""duration_cycles"":19.074074074074076,""residual_voltage_pu"":0.5750000000000001}",0,noise_free,0.4740484429065744,3580394786,1,False
DEV-PRO-SAG-026,development,property_response,sag,"{""duration_cycles"":28.907407407407405,""residual_voltage_pu"":0.375}",45,noise_free,0.5328719723183392,2948564982,1,False
DEV-PRO-SAG-027,development,property_response,sag,"{""duration_cycles"":0.8641975308641975,""residual_voltage_pu"":0.775}",90,noise_free,0.5916955017301039,1682053752,1,False
DEV-PRO-SAG-028,development,property_response,sag,"{""duration_cycles"":10.69753086419753,""residual_voltage_pu"":0.275}",135,noise_free,0.6505190311418686,1558429857,1,False
DEV-PRO-SAG-029,development,property_response,sag,"{""duration_cycles"":20.53086419753086,""residual_voltage_pu"":0.675}",0,noise_free,0.7093425605536332,2732397280,1,False
DEV-PRO-SAG-030,development,property_response,sag,"{""duration_cycles"":4.141975308641975,""residual_voltage_pu"":0.475}",45,noise_free,0.7681660899653979,4044454690,1,False
DEV-PRO-SAG-031,development,property_response,sag,"{""duration_cycles"":13.975308641975309,""residual_voltage_pu"":0.875}",90,noise_free,0.8269896193771626,2922828602,1,False
DEV-PRO-SAG-032,development,property_response,sag,"{""duration_cycles"":23.80864197530864,""residual_voltage_pu"":0.1125}",135,noise_free,0.8858131487889274,2752945018,1,False
DEV-PRO-SAG-033,development,property_response,sag,"{""duration_cycles"":7.419753086419752,""residual_voltage_pu"":0.5125000000000001}",0,noise_free,0.9446366782006921,1803002368,1,False
DEV-PRO-SAG-034,development,property_response,sag,"{""duration_cycles"":17.25308641975309,""residual_voltage_pu"":0.3125}",45,noise_free,0.006920415224913495,815603697,1,False
DEV-PRO-SAG-035,development,property_response,sag,"{""duration_cycles"":27.08641975308642,""residual_voltage_pu"":0.7125}",90,noise_free,0.0657439446366782,3684549812,1,False
DEV-PRO-SAG-036,development,property_response,sag,"{""duration_cycles"":1.95679012345679,""residual_voltage_pu"":0.21250000000000002}",135,noise_free,0.1245674740484429,2185760544,1,False
DEV-PRO-SAG-037,development,property_response,sag,"{""duration_cycles"":11.790123456790123,""residual_voltage_pu"":0.6125}",0,noise_free,0.1833910034602076,3624156050,1,False
DEV-PRO-SAG-038,development,property_response,sag,"{""duration_cycles"":21.62345679012346,""residual_voltage_pu"":0.4125}",45,noise_free,0.2422145328719723,453592396,1,False
DEV-PRO-SAG-039,development,property_response,sag,"{""duration_cycles"":5.234567901234568,""residual_voltage_pu"":0.8125}",90,noise_free,0.30103806228373703,737416025,1,False
DEV-PRO-SAG-040,development,property_response,sag,"{""duration_cycles"":15.0679012345679,""residual_voltage_pu"":0.1625}",135,noise_free,0.3598615916955017,511637842,1,False
DEV-PRO-SAG-041,development,property_response,sag,"{""duration_cycles"":24.90123456790123,""residual_voltage_pu"":0.5625}",0,noise_free,0.4186851211072664,3349112929,1,False
DEV-PRO-SAG-042,development,property_response,sag,"{""duration_cycles"":8.512345679012345,""residual_voltage_pu"":0.36250000000000004}",45,noise_free,0.47750865051903113,1800174222,1,False
